datetime,pickups,returns,net_flow,station_id,station_name,capacity,date,hour,minute,op_date,daily_cumulative,baseline,status
2026-07-17 22:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-17,22,15,2026-07-17,-23.0,17,below_zero
2026-07-17 22:30:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-17,22,30,2026-07-17,-22.0,17,below_zero
2026-07-17 22:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-17,22,45,2026-07-17,-22.0,17,below_zero
2026-07-17 23:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-17,23,0,2026-07-17,-22.0,17,below_zero
2026-07-17 23:15:00+00:00,1,1.0,0.0,JC055,McGinley Square,22,2026-07-17,23,15,2026-07-17,-22.0,17,below_zero
2026-07-17 23:30:00+00:00,1,1.0,0.0,JC055,McGinley Square,22,2026-07-17,23,30,2026-07-17,-22.0,17,below_zero
2026-07-17 23:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-17,23,45,2026-07-17,-22.0,17,below_zero
2026-07-18 00:00:00+00:00,0,2.0,2.0,JC055,McGinley Square,22,2026-07-18,0,0,2026-07-17,-20.0,17,below_zero
2026-07-18 00:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,0,15,2026-07-17,-20.0,17,below_zero
2026-07-18 00:30:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,0,30,2026-07-17,-19.0,17,below_zero
2026-07-18 00:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,0,45,2026-07-17,-19.0,17,below_zero
2026-07-18 01:00:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,1,0,2026-07-17,-18.0,17,below_zero
2026-07-18 01:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,1,15,2026-07-17,-18.0,17,below_zero
2026-07-18 01:30:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,1,30,2026-07-17,-17.0,17,in_bounds
2026-07-18 01:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,1,45,2026-07-17,-17.0,17,in_bounds
2026-07-18 02:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,2,0,2026-07-17,-17.0,17,in_bounds
2026-07-18 02:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,2,15,2026-07-17,-17.0,17,in_bounds
2026-07-18 02:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,2,30,2026-07-17,-17.0,17,in_bounds
2026-07-18 02:45:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,2,45,2026-07-17,-16.0,17,in_bounds
2026-07-18 03:00:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-18,3,0,2026-07-17,-17.0,17,in_bounds
2026-07-18 03:15:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,3,15,2026-07-17,-16.0,17,in_bounds
2026-07-18 03:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,3,30,2026-07-17,-16.0,17,in_bounds
2026-07-18 03:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,3,45,2026-07-17,-16.0,17,in_bounds
2026-07-18 04:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,4,0,2026-07-17,-16.0,17,in_bounds
2026-07-18 04:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,4,15,2026-07-17,-16.0,17,in_bounds
2026-07-18 04:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,4,30,2026-07-17,-16.0,17,in_bounds
2026-07-18 04:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,4,45,2026-07-17,-16.0,17,in_bounds
2026-07-18 05:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,5,0,2026-07-18,0.0,17,in_bounds
2026-07-18 05:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,5,15,2026-07-18,0.0,17,in_bounds
2026-07-18 05:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,5,30,2026-07-18,0.0,17,in_bounds
2026-07-18 05:45:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-18,5,45,2026-07-18,-1.0,17,in_bounds
2026-07-18 06:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,6,0,2026-07-18,-1.0,17,in_bounds
2026-07-18 06:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,6,15,2026-07-18,-1.0,17,in_bounds
2026-07-18 06:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,6,30,2026-07-18,-1.0,17,in_bounds
2026-07-18 06:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,6,45,2026-07-18,-1.0,17,in_bounds
2026-07-18 07:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,7,0,2026-07-18,-1.0,17,in_bounds
2026-07-18 07:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,7,15,2026-07-18,-1.0,17,in_bounds
2026-07-18 07:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,7,30,2026-07-18,-1.0,17,in_bounds
2026-07-18 07:45:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-18,7,45,2026-07-18,-2.0,17,in_bounds
2026-07-18 08:00:00+00:00,1,2.0,1.0,JC055,McGinley Square,22,2026-07-18,8,0,2026-07-18,-1.0,17,in_bounds
2026-07-18 08:15:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-18,8,15,2026-07-18,-2.0,17,in_bounds
2026-07-18 08:30:00+00:00,0,2.0,2.0,JC055,McGinley Square,22,2026-07-18,8,30,2026-07-18,0.0,17,in_bounds
2026-07-18 08:45:00+00:00,0,2.0,2.0,JC055,McGinley Square,22,2026-07-18,8,45,2026-07-18,2.0,17,in_bounds
2026-07-18 09:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,9,0,2026-07-18,2.0,17,in_bounds
2026-07-18 09:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,9,15,2026-07-18,2.0,17,in_bounds
2026-07-18 09:30:00+00:00,1,2.0,1.0,JC055,McGinley Square,22,2026-07-18,9,30,2026-07-18,3.0,17,in_bounds
2026-07-18 09:45:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-18,9,45,2026-07-18,2.0,17,in_bounds
2026-07-18 10:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,10,0,2026-07-18,2.0,17,in_bounds
2026-07-18 10:15:00+00:00,2,0.0,-2.0,JC055,McGinley Square,22,2026-07-18,10,15,2026-07-18,0.0,17,in_bounds
2026-07-18 10:30:00+00:00,2,0.0,-2.0,JC055,McGinley Square,22,2026-07-18,10,30,2026-07-18,-2.0,17,in_bounds
2026-07-18 10:45:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,10,45,2026-07-18,-1.0,17,in_bounds
2026-07-18 11:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,11,0,2026-07-18,-1.0,17,in_bounds
2026-07-18 11:15:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-18,11,15,2026-07-18,-2.0,17,in_bounds
2026-07-18 11:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,11,30,2026-07-18,-2.0,17,in_bounds
2026-07-18 11:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,11,45,2026-07-18,-2.0,17,in_bounds
2026-07-18 12:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,12,0,2026-07-18,-2.0,17,in_bounds
2026-07-18 12:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,12,15,2026-07-18,-2.0,17,in_bounds
2026-07-18 12:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,12,30,2026-07-18,-2.0,17,in_bounds
2026-07-18 12:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,12,45,2026-07-18,-2.0,17,in_bounds
2026-07-18 13:00:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,13,0,2026-07-18,-1.0,17,in_bounds
2026-07-18 13:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,13,15,2026-07-18,-1.0,17,in_bounds
2026-07-18 13:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,13,30,2026-07-18,-1.0,17,in_bounds
2026-07-18 13:45:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,13,45,2026-07-18,0.0,17,in_bounds
2026-07-18 14:00:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-18,14,0,2026-07-18,-1.0,17,in_bounds
2026-07-18 14:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,14,15,2026-07-18,-1.0,17,in_bounds
2026-07-18 14:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,14,30,2026-07-18,-1.0,17,in_bounds
2026-07-18 14:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,14,45,2026-07-18,-1.0,17,in_bounds
2026-07-18 15:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,15,0,2026-07-18,-1.0,17,in_bounds
2026-07-18 15:15:00+00:00,2,0.0,-2.0,JC055,McGinley Square,22,2026-07-18,15,15,2026-07-18,-3.0,17,in_bounds
2026-07-18 15:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,15,30,2026-07-18,-3.0,17,in_bounds
2026-07-18 15:45:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-18,15,45,2026-07-18,-4.0,17,in_bounds
2026-07-18 16:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,16,0,2026-07-18,-4.0,17,in_bounds
2026-07-18 16:15:00+00:00,1,1.0,0.0,JC055,McGinley Square,22,2026-07-18,16,15,2026-07-18,-4.0,17,in_bounds
2026-07-18 16:30:00+00:00,1,5.0,4.0,JC055,McGinley Square,22,2026-07-18,16,30,2026-07-18,0.0,17,in_bounds
2026-07-18 16:45:00+00:00,1,1.0,0.0,JC055,McGinley Square,22,2026-07-18,16,45,2026-07-18,0.0,17,in_bounds
2026-07-18 17:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,17,0,2026-07-18,0.0,17,in_bounds
2026-07-18 17:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,17,15,2026-07-18,0.0,17,in_bounds
2026-07-18 17:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,17,30,2026-07-18,0.0,17,in_bounds
2026-07-18 17:45:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-18,17,45,2026-07-18,-1.0,17,in_bounds
2026-07-18 18:00:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-18,18,0,2026-07-18,-2.0,17,in_bounds
2026-07-18 18:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,18,15,2026-07-18,-2.0,17,in_bounds
2026-07-18 18:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,18,30,2026-07-18,-2.0,17,in_bounds
2026-07-18 18:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,18,45,2026-07-18,-2.0,17,in_bounds
2026-07-18 19:00:00+00:00,3,1.0,-2.0,JC055,McGinley Square,22,2026-07-18,19,0,2026-07-18,-4.0,17,in_bounds
2026-07-18 19:15:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,19,15,2026-07-18,-3.0,17,in_bounds
2026-07-18 19:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,19,30,2026-07-18,-3.0,17,in_bounds
2026-07-18 19:45:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,19,45,2026-07-18,-2.0,17,in_bounds
2026-07-18 20:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,20,0,2026-07-18,-2.0,17,in_bounds
2026-07-18 20:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,20,15,2026-07-18,-2.0,17,in_bounds
2026-07-18 20:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,20,30,2026-07-18,-2.0,17,in_bounds
2026-07-18 20:45:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,20,45,2026-07-18,-1.0,17,in_bounds
2026-07-18 21:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,21,0,2026-07-18,-1.0,17,in_bounds
2026-07-18 21:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,21,15,2026-07-18,-1.0,17,in_bounds
2026-07-18 21:30:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-18,21,30,2026-07-18,-2.0,17,in_bounds
2026-07-18 21:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,21,45,2026-07-18,-2.0,17,in_bounds
2026-07-18 22:00:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-18,22,0,2026-07-18,-1.0,17,in_bounds
2026-07-18 22:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,22,15,2026-07-18,-1.0,17,in_bounds
2026-07-18 22:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,22,30,2026-07-18,-1.0,17,in_bounds
2026-07-18 22:45:00+00:00,1,1.0,0.0,JC055,McGinley Square,22,2026-07-18,22,45,2026-07-18,-1.0,17,in_bounds
2026-07-18 23:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,23,0,2026-07-18,-1.0,17,in_bounds
2026-07-18 23:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,23,15,2026-07-18,-1.0,17,in_bounds
2026-07-18 23:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,23,30,2026-07-18,-1.0,17,in_bounds
2026-07-18 23:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-18,23,45,2026-07-18,-1.0,17,in_bounds
2026-07-19 00:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,0,0,2026-07-18,-1.0,17,in_bounds
2026-07-19 00:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,0,15,2026-07-18,-1.0,17,in_bounds
2026-07-19 00:30:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,0,30,2026-07-18,0.0,17,in_bounds
2026-07-19 00:45:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,0,45,2026-07-18,1.0,17,in_bounds
2026-07-19 01:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,1,0,2026-07-18,1.0,17,in_bounds
2026-07-19 01:15:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,1,15,2026-07-18,2.0,17,in_bounds
2026-07-19 01:30:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,1,30,2026-07-18,3.0,17,in_bounds
2026-07-19 01:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,1,45,2026-07-18,3.0,17,in_bounds
2026-07-19 02:00:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,2,0,2026-07-18,4.0,17,in_bounds
2026-07-19 02:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,2,15,2026-07-18,4.0,17,in_bounds
2026-07-19 02:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,2,30,2026-07-18,4.0,17,in_bounds
2026-07-19 02:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,2,45,2026-07-18,4.0,17,in_bounds
2026-07-19 03:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,3,0,2026-07-18,4.0,17,in_bounds
2026-07-19 03:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,3,15,2026-07-18,4.0,17,in_bounds
2026-07-19 03:30:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-19,3,30,2026-07-18,3.0,17,in_bounds
2026-07-19 03:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,3,45,2026-07-18,3.0,17,in_bounds
2026-07-19 04:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,4,0,2026-07-18,3.0,17,in_bounds
2026-07-19 04:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,4,15,2026-07-18,3.0,17,in_bounds
2026-07-19 04:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,4,30,2026-07-18,3.0,17,in_bounds
2026-07-19 04:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,4,45,2026-07-18,3.0,17,in_bounds
2026-07-19 05:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,5,0,2026-07-19,0.0,17,in_bounds
2026-07-19 05:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,5,15,2026-07-19,0.0,17,in_bounds
2026-07-19 05:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,5,30,2026-07-19,0.0,17,in_bounds
2026-07-19 05:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,5,45,2026-07-19,0.0,17,in_bounds
2026-07-19 06:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,6,0,2026-07-19,0.0,17,in_bounds
2026-07-19 06:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,6,15,2026-07-19,0.0,17,in_bounds
2026-07-19 06:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,6,30,2026-07-19,0.0,17,in_bounds
2026-07-19 06:45:00+00:00,3,1.0,-2.0,JC055,McGinley Square,22,2026-07-19,6,45,2026-07-19,-2.0,17,in_bounds
2026-07-19 07:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,7,0,2026-07-19,-2.0,17,in_bounds
2026-07-19 07:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,7,15,2026-07-19,-2.0,17,in_bounds
2026-07-19 07:30:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,7,30,2026-07-19,-1.0,17,in_bounds
2026-07-19 07:45:00+00:00,2,0.0,-2.0,JC055,McGinley Square,22,2026-07-19,7,45,2026-07-19,-3.0,17,in_bounds
2026-07-19 08:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,8,0,2026-07-19,-3.0,17,in_bounds
2026-07-19 08:15:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-19,8,15,2026-07-19,-4.0,17,in_bounds
2026-07-19 08:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,8,30,2026-07-19,-4.0,17,in_bounds
2026-07-19 08:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,8,45,2026-07-19,-4.0,17,in_bounds
2026-07-19 09:00:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-19,9,0,2026-07-19,-5.0,17,in_bounds
2026-07-19 09:15:00+00:00,2,0.0,-2.0,JC055,McGinley Square,22,2026-07-19,9,15,2026-07-19,-7.0,17,in_bounds
2026-07-19 09:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,9,30,2026-07-19,-7.0,17,in_bounds
2026-07-19 09:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,9,45,2026-07-19,-7.0,17,in_bounds
2026-07-19 10:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,10,0,2026-07-19,-7.0,17,in_bounds
2026-07-19 10:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,10,15,2026-07-19,-7.0,17,in_bounds
2026-07-19 10:30:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-19,10,30,2026-07-19,-8.0,17,in_bounds
2026-07-19 10:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,10,45,2026-07-19,-8.0,17,in_bounds
2026-07-19 11:00:00+00:00,2,1.0,-1.0,JC055,McGinley Square,22,2026-07-19,11,0,2026-07-19,-9.0,17,in_bounds
2026-07-19 11:15:00+00:00,2,0.0,-2.0,JC055,McGinley Square,22,2026-07-19,11,15,2026-07-19,-11.0,17,in_bounds
2026-07-19 11:30:00+00:00,2,1.0,-1.0,JC055,McGinley Square,22,2026-07-19,11,30,2026-07-19,-12.0,17,in_bounds
2026-07-19 11:45:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,11,45,2026-07-19,-11.0,17,in_bounds
2026-07-19 12:00:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-19,12,0,2026-07-19,-12.0,17,in_bounds
2026-07-19 12:15:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-19,12,15,2026-07-19,-13.0,17,in_bounds
2026-07-19 12:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,12,30,2026-07-19,-13.0,17,in_bounds
2026-07-19 12:45:00+00:00,1,1.0,0.0,JC055,McGinley Square,22,2026-07-19,12,45,2026-07-19,-13.0,17,in_bounds
2026-07-19 13:00:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,13,0,2026-07-19,-12.0,17,in_bounds
2026-07-19 13:15:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,13,15,2026-07-19,-11.0,17,in_bounds
2026-07-19 13:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,13,30,2026-07-19,-11.0,17,in_bounds
2026-07-19 13:45:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-19,13,45,2026-07-19,-12.0,17,in_bounds
2026-07-19 14:00:00+00:00,3,1.0,-2.0,JC055,McGinley Square,22,2026-07-19,14,0,2026-07-19,-14.0,17,in_bounds
2026-07-19 14:15:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,14,15,2026-07-19,-13.0,17,in_bounds
2026-07-19 14:30:00+00:00,2,2.0,0.0,JC055,McGinley Square,22,2026-07-19,14,30,2026-07-19,-13.0,17,in_bounds
2026-07-19 14:45:00+00:00,0,2.0,2.0,JC055,McGinley Square,22,2026-07-19,14,45,2026-07-19,-11.0,17,in_bounds
2026-07-19 15:00:00+00:00,1,1.0,0.0,JC055,McGinley Square,22,2026-07-19,15,0,2026-07-19,-11.0,17,in_bounds
2026-07-19 15:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,15,15,2026-07-19,-11.0,17,in_bounds
2026-07-19 15:30:00+00:00,3,1.0,-2.0,JC055,McGinley Square,22,2026-07-19,15,30,2026-07-19,-13.0,17,in_bounds
2026-07-19 15:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,15,45,2026-07-19,-13.0,17,in_bounds
2026-07-19 16:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,16,0,2026-07-19,-13.0,17,in_bounds
2026-07-19 16:15:00+00:00,1,0.0,-1.0,JC055,McGinley Square,22,2026-07-19,16,15,2026-07-19,-14.0,17,in_bounds
2026-07-19 16:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,16,30,2026-07-19,-14.0,17,in_bounds
2026-07-19 16:45:00+00:00,1,1.0,0.0,JC055,McGinley Square,22,2026-07-19,16,45,2026-07-19,-14.0,17,in_bounds
2026-07-19 17:00:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,17,0,2026-07-19,-13.0,17,in_bounds
2026-07-19 17:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,17,15,2026-07-19,-13.0,17,in_bounds
2026-07-19 17:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,17,30,2026-07-19,-13.0,17,in_bounds
2026-07-19 17:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,17,45,2026-07-19,-13.0,17,in_bounds
2026-07-19 18:00:00+00:00,2,2.0,0.0,JC055,McGinley Square,22,2026-07-19,18,0,2026-07-19,-13.0,17,in_bounds
2026-07-19 18:15:00+00:00,0,2.0,2.0,JC055,McGinley Square,22,2026-07-19,18,15,2026-07-19,-11.0,17,in_bounds
2026-07-19 18:30:00+00:00,2,2.0,0.0,JC055,McGinley Square,22,2026-07-19,18,30,2026-07-19,-11.0,17,in_bounds
2026-07-19 18:45:00+00:00,0,2.0,2.0,JC055,McGinley Square,22,2026-07-19,18,45,2026-07-19,-9.0,17,in_bounds
2026-07-19 19:00:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,19,0,2026-07-19,-8.0,17,in_bounds
2026-07-19 19:15:00+00:00,0,2.0,2.0,JC055,McGinley Square,22,2026-07-19,19,15,2026-07-19,-6.0,17,in_bounds
2026-07-19 19:30:00+00:00,1,2.0,1.0,JC055,McGinley Square,22,2026-07-19,19,30,2026-07-19,-5.0,17,in_bounds
2026-07-19 19:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,19,45,2026-07-19,-5.0,17,in_bounds
2026-07-19 20:00:00+00:00,2,0.0,-2.0,JC055,McGinley Square,22,2026-07-19,20,0,2026-07-19,-7.0,17,in_bounds
2026-07-19 20:15:00+00:00,1,1.0,0.0,JC055,McGinley Square,22,2026-07-19,20,15,2026-07-19,-7.0,17,in_bounds
2026-07-19 20:30:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,20,30,2026-07-19,-6.0,17,in_bounds
2026-07-19 20:45:00+00:00,1,1.0,0.0,JC055,McGinley Square,22,2026-07-19,20,45,2026-07-19,-6.0,17,in_bounds
2026-07-19 21:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,21,0,2026-07-19,-6.0,17,in_bounds
2026-07-19 21:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,21,15,2026-07-19,-6.0,17,in_bounds
2026-07-19 21:30:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,21,30,2026-07-19,-6.0,17,in_bounds
2026-07-19 21:45:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,21,45,2026-07-19,-6.0,17,in_bounds
2026-07-19 22:00:00+00:00,0,1.0,1.0,JC055,McGinley Square,22,2026-07-19,22,0,2026-07-19,-5.0,17,in_bounds
2026-07-19 22:15:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,22,15,2026-07-19,-5.0,17,in_bounds
2026-07-19 22:30:00+00:00,0,2.0,2.0,JC055,McGinley Square,22,2026-07-19,22,30,2026-07-19,-3.0,17,in_bounds
2026-07-19 22:45:00+00:00,2,0.0,-2.0,JC055,McGinley Square,22,2026-07-19,22,45,2026-07-19,-5.0,17,in_bounds
2026-07-19 23:00:00+00:00,0,0.0,0.0,JC055,McGinley Square,22,2026-07-19,23,0,2026-07-19,-5.0,17,in_bounds
